,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_in_euros,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,neighborhood,available,five_day_dollar_price
1083,19861238,1.0,False,Westerpark,52.38291,4.87678,Entire home/apt,2,1,1,6,$225.00,3,5,True,0,1,4.95,False,,112.5,675.0,0.1,0.18,0.25,4.99,Westerpark,0.0,225.0
1084,19866276,1.0,False,Noord-West,52.414211,4.920321,Entire home/apt,2,1,1,3,$129.00,4,1125,True,0,2,4.91,True,,64.5,516.0,0.06,0.16,0.18,4.99,Noord-West,0.1780821917808219,129.27397260273972
1085,19868291,0.74,True,De Baarsjes - Oud-West,52.37048,4.85848,Private room,2,1,1,1,$60.00,4,1125,True,0,3,4.4399999999999995,False,,30.0,240.0,0.06,0.12,0.14,2.99,De Baarsjes - Oud-West,0.3452054794520548,80.2931506849315
1086,19881995,0.22,False,Oostelijk Havengebied - Indische Buurt,52.37201,4.93964,Entire home/apt,2,1,1,6,$175.00,3,30,True,3,0,5.0,False,,87.5,525.0,0.08,0.17,0.13,4.99,Oostelijk Havengebied - Indische Buurt,0.2,175.0
1087,19884996,0.88,False,Buitenveldert - Zuidas,52.34187,4.86691,Entire home/apt,4,3,3,5,$246.00,3,14,True,1,4,4.85,False,,61.5,738.0,0.1,0.26,0.19,4.99,Buitenveldert - Zuidas,0.5068493150684932,246.24657534246575
1088,19885353,0.85,False,De Pijp - Rivierenbuurt,52.35788,4.88937,Entire home/apt,4,3,3,19,$574.00,3,1125,True,0,0,4.510000000000001,False,,143.5,1722.0,0.12,0.25,0.3,10.99,De Pijp - Rivierenbuurt,0.10684931506849316,574.1917808219179
1089,19885870,1.0,False,Oud-Oost,52.35705,4.90705,Entire home/apt,4,4,4,16,$314.00,2,60,True,0,1,4.95,False,,78.5,628.0,0.14,0.1,0.24,4.99,Oud-Oost,0.2727272727272727,309.09090909090907
1090,19939321,0.29,False,Bijlmer-Centrum,52.3255,4.94759,Entire home/apt,2,1,1,13,$170.00,5,28,True,0,0,4.75,False,,85.0,850.0,0.08,0.21,0.17,4.99,Bijlmer-Centrum,0.7917808219178082,170.0
1091,19942146,0.71,False,De Pijp - Rivierenbuurt,52.35681,4.88872,Entire home/apt,4,2,2,26,$643.00,2,1125,True,8,0,4.239999999999999,True,,160.75,1286.0,0.16,0.3,0.35000000000000003,10.99,De Pijp - Rivierenbuurt,0.0,600.0
1092,19960330,0.36,False,Westerpark,52.3826,4.87473,Entire home/apt,2,2,3,14,$150.00,3,40,True,0,1,5.0,False,,75.0,450.0,0.08,0.16,0.2,4.99,Westerpark,0.021917808219178082,156.7041095890411
1093,19973782,1.0,False,De Baarsjes - Oud-West,52.36202,4.85937,Entire home/apt,4,2,2,7,$175.00,8,31,True,0,0,4.91,False,,43.75,1400.0,0.08,0.19,0.21,4.99,De Baarsjes - Oud-West,0.0,175.0
1094,19996091,0.6,False,De Baarsjes - Oud-West,52.36881,4.86496,Entire home/apt,3,2,1,9,$243.00,3,1125,True,2,0,4.82,False,,81.0,729.0,0.08,0.25,0.31,4.99,De Baarsjes - Oud-West,0.019178082191780823,203.8082191780822
1095,20001770,0.15,False,Zuid,52.34989,4.84909,Private room,1,1,1,2,$100.00,6,1125,True,17,0,5.0,False,,100.0,600.0,0.06,0.14,0.16,4.99,Zuid,0.9643835616438357,95.3013698630137
1096,20026016,0.0,False,Oud-Noord,52.39543,4.92413,Entire home/apt,4,3,1,6,$170.00,5,25,True,1,0,4.83,False,,42.5,850.0,0.07,0.22,0.17,4.99,Oud-Noord,0.5123287671232877,170.0
1097,20101951,1.0,True,Centrum-West,52.3691,4.89036,Hotel room,4,2,4,6,$173.00,3,90,True,4,5,4.8,True,,43.25,519.0,0.08,0.22,0.2,4.99,Centrum-West,0.7441077441077442,181.41414141414143
1098,20183556,1.0,False,Oostelijk Havengebied - Indische Buurt,52.36444,4.93541,Entire home/apt,2,1,1,5,$120.00,5,14,True,0,1,5.0,False,,60.0,600.0,0.06,0.19,0.19,4.99,Oostelijk Havengebied - Indische Buurt,0.0,120.0
1099,20190961,0.99,False,Westerpark,52.390259,4.888995,Private room,2,1,2,11,$262.00,3,60,True,16,5,4.71,True,,131.0,786.0,0.11,0.21,0.16,4.99,Westerpark,0.5819397993311036,316.1371237458194
1100,20197910,0.6900000000000001,True,Centrum-Oost,52.36893,4.89729,Private room,2,1,1,6,$140.00,3,10,True,6,1,4.63,True,,70.0,420.0,0.07,0.11,0.18,4.99,Centrum-Oost,0.3424657534246575,140.0191780821918
1101,20226379,0.91,False,De Baarsjes - Oud-West,52.36751,4.85989,Entire home/apt,4,2,2,13,$392.00,3,1125,True,0,1,4.75,True,,98.0,1176.0,0.1,0.09,0.18,4.99,De Baarsjes - Oud-West,0.0,354.8904109589041
1102,20238854,1.0,False,Noord-West,52.41324098866296,4.892047797749506,Entire home/apt,4,2,1,10,$217.00,3,1125,True,0,0,5.0,True,,54.25,651.0,0.09,0.2,0.2,4.99,Noord-West,0.07397260273972603,221.74794520547945
1103,20259345,1.0,True,De Baarsjes - Oud-West,52.36709,4.86575,Private room,2,1,1,7,$88.00,1,10,True,0,6,4.93,True,,44.0,88.0,0.05,0.08,0.16,4.99,De Baarsjes - Oud-West,0.0,95.0
1104,20325871,0.2,False,IJburg - Zeeburgereiland,52.35657,4.99689,Entire home/apt,2,1,1,1,$139.00,5,18,True,0,0,4.92,False,,69.5,695.0,0.07,0.13,0.18,4.99,IJburg - Zeeburgereiland,0.7808219178082192,139.0
1105,20351701,0.96,False,Oostelijk Havengebied - Indische Buurt,52.37082,4.94845,Private room,4,2,3,9,$290.00,2,365,True,8,3,4.58,True,,72.5,580.0,0.07,0.08,0.23,4.99,Oostelijk Havengebied - Indische Buurt,0.09180327868852459,283.60983606557375
1106,20357045,0.6900000000000001,False,Bos en Lommer,52.3782,4.86125,Entire home/apt,2,3,2,9,$225.00,3,21,True,0,0,5.0,False,,112.5,675.0,0.1,0.15,0.22,4.99,Bos en Lommer,0.021917808219178082,223.23013698630137
1107,20430895,0.25,False,Oostelijk Havengebied - Indische Buurt,52.37798,4.94299,Entire home/apt,2,1,1,1,$85.00,3,28,True,0,0,4.9,False,,42.5,255.0,0.06,0.13,0.16,4.99,Oostelijk Havengebied - Indische Buurt,0.06575342465753424,114.27123287671233
1108,20451620,0.67,False,Watergraafsmeer,52.35687,4.93361,Entire home/apt,4,5,5,14,$260.00,5,28,True,0,0,4.83,False,,65.0,1300.0,0.09,0.24,0.23,4.99,Watergraafsmeer,0.06043956043956044,255.69230769230768
1109,20465459,1.0,True,Noord-West,52.41859,4.87143,Entire home/apt,6,3,5,15,$229.00,1,180,True,0,0,4.88,True,,38.17,229.0,0.1,0.18,0.3,4.99,Noord-West,0.7843866171003717,220.00743494423793
1110,20516768,0.8800000000000001,True,De Pijp - Rivierenbuurt,52.35447,4.89479,Private room,1,1,2,3,$65.00,3,10,True,2,7,4.35,True,,65.0,195.0,0.05,0.12,0.15,2.99,De Pijp - Rivierenbuurt,0.2465753424657534,74.85479452054794
1111,20549160,1.0,True,Noord-West,52.41947,4.87136,Entire home/apt,7,3,6,5,$224.00,2,180,True,4,1,4.62,True,,32.0,448.0,0.05,0.19,0.29,4.99,Noord-West,0.75,213.02734375
1112,20596974,0.1,False,Oud-Noord,52.39852,4.91651,Entire home/apt,2,1,3,4,$95.00,4,14,True,0,0,5.0,False,,47.5,380.0,0.05,0.09,0.15,4.99,Oud-Noord,0.0,97.45753424657535
1113,20618345,0.67,False,Westerpark,52.38501,4.86642,Entire home/apt,3,2,1,3,$132.00,4,21,True,0,0,4.83,False,,44.0,528.0,0.07,0.12,0.19,4.99,Westerpark,0.0,132.27945205479452
1114,20644162,1.0,False,De Baarsjes - Oud-West,52.36378,4.866,Entire home/apt,4,3,3,12,$350.00,3,30,True,0,0,4.89,False,,87.5,1050.0,0.08,0.18,0.23,4.99,De Baarsjes - Oud-West,0.0,317.8767123287671
1115,20669946,0.8,True,Centrum-West,52.3775,4.88771,Entire home/apt,2,1,1,5,$250.00,7,34,True,3,0,5.0,True,,125.0,1750.0,0.11,0.23,0.27,4.99,Centrum-West,0.06301369863013699,250.0
1116,20685033,0.92,True,Osdorp,52.36665,4.8072,Private room,2,1,1,5,$61.00,3,5,True,0,5,4.44,False,,30.5,183.0,0.07,0.13,0.14,2.99,Osdorp,0.13150684931506848,69.18630136986302
1117,20689222,0.5,False,Bos en Lommer,52.38559,4.85511,Entire home/apt,2,1,1,8,$163.00,3,30,True,0,2,5.0,False,,81.5,489.0,0.07,0.23,0.21,4.99,Bos en Lommer,0.0,175.8130081300813
1118,20692335,0.25,False,Noord-Oost,52.39573,4.94277,Entire home/apt,2,1,1,6,$150.00,15,1125,True,28,0,4.5,False,,75.0,2250.0,0.08,0.21,0.21,4.99,Noord-Oost,0.14794520547945206,150.0
1119,20701838,0.87,True,Centrum-West,52.38001,4.88879,Entire home/apt,4,2,2,20,$495.00,3,1125,True,0,3,4.67,True,,123.75,1485.0,0.01,0.19,0.23,10.99,Centrum-West,0.0,495.0
1120,20707848,0.77,False,Centrum-Oost,52.36147,4.89189,Entire home/apt,2,1,1,11,$180.00,3,1125,True,2,2,4.88,False,,90.0,540.0,0.09,0.19,0.18,4.99,Centrum-Oost,0.00821917808219178,181.42191780821918
1121,20735962,0.76,True,Centrum-West,52.37602,4.8854,Entire home/apt,2,1,1,8,$175.00,3,90,True,0,0,4.86,True,,87.5,525.0,0.06,0.22,0.22,4.99,Centrum-West,0.0,175.0
1122,20736260,0.3,True,Centrum-West,52.37567,4.88755,Entire home/apt,4,2,3,17,$350.00,7,34,True,3,2,4.96,True,,87.5,2450.0,0.11,0.23,0.19,4.99,Centrum-West,0.17534246575342466,350.0
1123,20743521,0.63,False,Centrum-West,52.37788,4.89121,Entire home/apt,2,1,1,6,$175.00,5,1125,True,0,0,4.89,False,,87.5,875.0,0.08,0.21,0.19,4.99,Centrum-West,0.0,175.0
1124,20756989,1.0,True,Noord-West,52.41843,4.87173,Entire home/apt,6,3,5,9,$230.00,1,180,True,5,0,4.74,True,,38.33,230.0,0.07,0.2,0.3,4.99,Noord-West,0.7578125,213.328125
1125,20792976,0.99,False,Gaasperdam - Driemond,52.29132,4.96829,Private room,2,1,1,1,$74.00,3,1125,True,7,2,4.13,True,,37.0,222.0,0.06,0.14,0.14,2.99,Gaasperdam - Driemond,0.8931506849315068,72.75890410958904
1126,20793220,0.99,False,Gaasperdam - Driemond,52.29307,4.96851,Private room,2,1,2,1,$83.00,3,1125,True,9,2,4.29,True,,41.5,249.0,0.05,0.12,0.15,4.99,Gaasperdam - Driemond,0.8821917808219178,78.53424657534246
1127,20808175,0.39,False,De Pijp - Rivierenbuurt,52.35725,4.89425,Entire home/apt,4,3,4,9,$300.00,2,1125,True,3,7,4.25,False,,75.0,600.0,0.12,0.22,0.23,4.99,De Pijp - Rivierenbuurt,0.16483516483516483,261.1758241758242
1128,20857622,1.0,True,Watergraafsmeer,52.35358,4.93097,Private room,3,1,2,9,$107.00,3,1125,True,6,2,4.94,False,,35.67,321.0,0.04,0.1,0.17,4.99,Watergraafsmeer,0.3041095890410959,103.01369863013699
1129,20907952,0.23000000000000004,False,De Pijp - Rivierenbuurt,52.3567,4.88879,Entire home/apt,2,1,1,11,$345.00,7,365,True,1,1,4.14,False,,172.5,2415.0,0.06,0.21,0.23,4.99,De Pijp - Rivierenbuurt,0.1863013698630137,272.8082191780822
1130,20922280,0.95,False,De Pijp - Rivierenbuurt,52.35593,4.89857,Private room,2,1,1,10,$200.00,3,1125,True,0,0,4.56,False,,100.0,600.0,0.06,0.15,0.23,4.99,De Pijp - Rivierenbuurt,0.0,143.4931506849315
1131,20967046,0.6,False,De Baarsjes - Oud-West,52.36337,4.87484,Entire home/apt,4,2,2,3,$163.00,3,1125,True,0,0,5.0,False,,40.75,489.0,0.07,0.13,0.21,4.99,De Baarsjes - Oud-West,0.0,160.3013698630137
1132,20981331,0.75,False,De Baarsjes - Oud-West,52.36808,4.87323,Entire home/apt,2,1,1,7,$225.00,3,999,True,1,0,4.82,False,,112.5,675.0,0.08,0.2,0.25,4.99,De Baarsjes - Oud-West,0.01643835616438356,224.7123287671233
1133,21002581,1.0,True,Noord-West,52.41859,4.87143,Entire home/apt,6,3,5,13,$224.00,1,180,True,0,1,4.84,True,,37.33,224.0,0.06,0.31,0.29,4.99,Noord-West,0.22878228782287824,214.7859778597786
1134,21005647,0.75,False,Oud-Oost,52.35124,4.91228,Entire home/apt,4,3,3,8,$250.00,3,1125,True,4,0,4.88,False,,62.5,750.0,0.06,0.25,0.25,4.99,Oud-Oost,0.010958904109589041,258.55890410958904
1135,21009564,0.78,True,Centrum-Oost,52.36778,4.89942,Private room,2,1,1,2,$140.00,3,10,True,4,7,4.75,True,,70.0,420.0,0.06,0.17,0.19,4.99,Centrum-Oost,0.29315068493150687,159.74520547945207
1136,21024509,0.97,False,Bijlmer-Centrum,52.32539,4.94657,Private room,2,1,1,8,$69.00,1,1125,True,7,12,3.55,True,,34.5,69.0,0.06,0.1,0.14,2.99,Bijlmer-Centrum,1.0,90.8
1137,21073542,1.0,True,Oud-Noord,52.3934,4.90731,Entire home/apt,4,3,4,5,$199.00,3,1125,True,0,0,5.0,False,,49.75,597.0,0.08,0.12,0.22,4.99,Oud-Noord,0.0,199.0
1138,21093374,0.0,False,Oud-Noord,52.39205,4.90537,Entire home/apt,4,2,3,15,$346.00,3,30,True,0,0,4.8,False,,86.5,1038.0,0.06,0.17,0.27,4.99,Oud-Noord,0.05763688760806916,350.9135446685879
1139,21114452,1.0,True,Bos en Lommer,52.37884,4.8541,Private room,2,1,1,1,$79.00,2,4,True,3,4,4.93,False,,39.5,158.0,0.07,0.12,0.15,4.99,Bos en Lommer,1.0,85.0
1140,21118786,0.38,False,Zuid,52.35459,4.87039,Private room,2,1,1,4,$100.00,3,10,True,0,0,4.95,False,,50.0,300.0,0.08,0.16,0.2,4.99,Zuid,0.4246575342465753,100.0
1141,21133841,0.47000000000000003,False,De Baarsjes - Oud-West,52.374,4.86199,Entire home/apt,4,3,4,7,$190.00,3,1125,True,0,0,5.0,False,,47.5,570.0,0.06,0.18,0.16,4.99,De Baarsjes - Oud-West,0.06301369863013699,195.3095890410959
1142,21215640,1.0,False,Westerpark,52.373627,4.872984,Entire home/apt,2,1,1,9,$311.00,2,30,True,6,0,5.0,False,,155.5,622.0,0.07,0.2,0.18,4.99,Westerpark,0.0,326.0
1143,21226334,0.96,True,Centrum-West,52.37601,4.89144,Entire home/apt,4,2,2,29,$784.00,3,1125,True,4,1,4.59,True,,196.0,2352.0,0.09,0.18,0.35000000000000003,10.99,Centrum-West,0.684931506849315,794.7808219178082
1144,21247963,0.75,False,Bos en Lommer,52.38307,4.84968,Entire home/apt,2,1,1,1,$145.00,3,112,True,0,0,5.0,False,,72.5,435.0,0.08,0.14,0.14,4.99,Bos en Lommer,0.0,145.0
1145,21264368,1.0,False,De Baarsjes - Oud-West,52.36174,4.86483,Entire home/apt,4,2,2,10,$250.00,4,8,True,0,0,5.0,True,,62.5,1000.0,0.08,0.17,0.25,4.99,De Baarsjes - Oud-West,0.0,250.0
1146,21287496,1.0,False,Slotervaart,52.3503,4.83609,Entire home/apt,5,3,3,4,$90.00,2,15,True,0,1,4.85,False,,18.0,180.0,0.05,0.12,0.15,4.99,Slotervaart,0.1,85.0
1147,21317969,0.96,False,De Baarsjes - Oud-West,52.36238,4.85517,Entire home/apt,4,2,2,12,$259.00,7,180,True,9,2,4.6,True,,64.75,1813.0,0.12,0.22,0.28,4.99,De Baarsjes - Oud-West,0.4246575342465753,279.55068493150685
1148,21353774,1.0,True,Noord-West,52.41947,4.87136,Entire home/apt,6,2,4,14,$224.00,1,180,True,8,3,4.78,True,,37.33,224.0,0.1,0.17,0.22,4.99,Noord-West,0.8432835820895522,214.36940298507463
1149,21363769,0.32999999999999996,False,De Pijp - Rivierenbuurt,52.34997,4.88727,Entire home/apt,4,2,2,7,$320.00,4,1125,True,5,0,4.79,False,,80.0,1280.0,0.1,0.23,0.18,4.99,De Pijp - Rivierenbuurt,0.0136986301369863,228.93150684931507
1150,21364149,1.0,False,IJburg - Zeeburgereiland,52.3542,4.99427,Entire home/apt,2,1,1,5,$90.00,6,20,True,0,0,5.0,False,,45.0,540.0,0.07,0.16,0.16,4.99,IJburg - Zeeburgereiland,0.0,90.0
1151,21374801,0.91,False,De Pijp - Rivierenbuurt,52.35305,4.90107,Entire home/apt,2,1,1,8,$150.00,3,1125,True,0,0,4.91,False,,75.0,450.0,0.07,0.07,0.2,4.99,De Pijp - Rivierenbuurt,0.0,150.0
1152,21511394,1.0,False,Watergraafsmeer,52.35158,4.92036,Private room,2,1,1,7,$82.00,3,4,True,3,3,4.61,True,,41.0,246.0,0.06,0.13,0.16,4.99,Watergraafsmeer,0.0958904109589041,81.88493150684931
1153,21546628,0.7200000000000001,False,Oud-Noord,52.38535,4.90764,Entire home/apt,4,4,5,21,$625.00,3,40,True,3,2,4.69,True,,156.25,1875.0,0.08,0.24,0.29,10.99,Oud-Noord,0.00821917808219178,463.4931506849315
1154,21556688,0.0,False,Oud-Noord,52.38217,4.90775,Entire home/apt,4,2,2,14,$375.00,3,30,True,0,0,4.9,False,,93.75,1125.0,0.06,0.22,0.28,4.99,Oud-Noord,0.1780821917808219,377.13698630136986
1155,21640663,0.8,False,Slotervaart,52.35558,4.83323,Private room,2,1,1,10,$42.00,4,25,True,0,0,4.92,True,,21.0,168.0,0.09,0.1,0.13,0.99,Slotervaart,0.0,58.92876712328767
1156,21653143,0.75,False,De Pijp - Rivierenbuurt,52.34859,4.90265,Entire home/apt,4,1,1,10,$230.00,3,1125,True,0,0,5.0,False,,57.5,690.0,0.09,0.2,0.22,4.99,De Pijp - Rivierenbuurt,0.0,230.0
1157,21686745,0.45999999999999996,False,De Pijp - Rivierenbuurt,52.35549,4.88881,Entire home/apt,2,1,1,6,$140.00,2,1125,True,2,0,4.68,False,,70.0,280.0,0.06,0.16,0.17,4.99,De Pijp - Rivierenbuurt,0.016129032258064516,148.33870967741936
1158,21703780,0.74,True,De Pijp - Rivierenbuurt,52.35259,4.9087,Private room,4,3,3,19,$500.00,1,4,True,0,4,4.65,True,,125.0,500.0,0.09,0.33,0.32,10.99,De Pijp - Rivierenbuurt,0.0,400.0
1159,21731645,0.33,False,De Baarsjes - Oud-West,52.36971,4.84919,Entire home/apt,2,1,1,6,$127.00,3,14,True,0,0,5.0,False,,63.5,381.0,0.07,0.17,0.15,4.99,De Baarsjes - Oud-West,0.0,127.12328767123287
1160,21747088,0.0,False,Centrum-West,52.37561,4.89386,Entire home/apt,3,2,2,4,$174.00,21,1125,True,0,0,4.84,False,,58.0,3654.0,0.06,0.19,0.19,4.99,Centrum-West,0.5068493150684932,174.02191780821917
1161,21747510,0.86,False,Centrum-Oost,52.37015,4.91369,Entire home/apt,6,3,3,25,$540.00,3,1125,True,0,0,4.04,True,,90.0,1620.0,0.1,0.19,0.27,10.99,Centrum-Oost,0.00821917808219178,540.0
1162,21761307,0.79,False,Westerpark,52.38757,4.88164,Entire home/apt,4,2,2,11,$348.00,1,1,True,4,3,4.61,False,,87.0,348.0,0.13,0.25,0.3,4.99,Westerpark,0.008645533141210375,345.8386167146974
1163,21778270,1.0,False,Oostelijk Havengebied - Indische Buurt,52.36437,4.94105,Entire home/apt,2,1,1,5,$110.00,3,1125,True,3,0,5.0,False,,55.0,330.0,0.07,0.12,0.15,4.99,Oostelijk Havengebied - Indische Buurt,0.00821917808219178,111.86301369863014
1164,21783686,1.0,True,Centrum-West,52.37749,4.89104,Private room,4,1,4,13,$301.00,1,1124,True,1,3,4.96,True,,75.25,301.0,0.07,0.23,0.32,4.99,Centrum-West,0.4864864864864865,363.8198198198198
1165,21783756,0.6699999999999999,False,Zuid,52.34948,4.87911,Entire home/apt,2,1,1,11,$200.00,3,1125,True,0,0,5.0,False,,100.0,600.0,0.09,0.17,0.25,4.99,Zuid,0.0,200.0
1166,21790701,0.99,False,Westerpark,52.37677,4.8756,Private room,4,2,4,10,$195.00,1,1125,True,6,1,4.74,True,,48.75,195.0,0.08,0.22,0.19,4.99,Westerpark,0.0,195.0
1167,21792561,0.5,False,Westerpark,52.38153,4.87691,Entire home/apt,4,2,2,10,$295.00,4,1125,True,0,0,4.83,False,,73.75,1180.0,0.08,0.18,0.29,4.99,Westerpark,0.0,295.0
1168,21822487,0.33,False,De Baarsjes - Oud-West,52.36946,4.86441,Entire home/apt,2,1,1,4,$175.00,5,1125,True,3,0,5.0,False,,87.5,875.0,0.08,0.27,0.18,4.99,De Baarsjes - Oud-West,0.00821917808219178,101.08219178082192
1169,21825799,0.53,False,Noord-West,52.41786,4.88603,Entire home/apt,4,2,2,5,$85.00,3,1125,True,0,0,4.71,False,,21.25,255.0,0.05,0.13,0.15,4.99,Noord-West,0.4191780821917808,89.35616438356165
1170,21859606,0.9,True,Centrum-West,52.37273,4.89294,Private room,2,1,1,5,$189.00,3,1125,True,5,3,4.93,True,,94.5,567.0,0.07,0.18,0.22,4.99,Centrum-West,0.39452054794520547,180.86301369863014
1171,21930458,0.87,False,Centrum-West,52.37858,4.88252,Entire home/apt,2,1,1,10,$200.00,3,1125,True,0,0,4.75,False,,100.0,600.0,0.08,0.2,0.25,4.99,Centrum-West,0.038356164383561646,200.3835616438356
1172,21943080,1.0,False,De Baarsjes - Oud-West,52.36641,4.87493,Entire home/apt,4,2,2,3,$172.00,2,1125,True,0,4,4.6,True,,43.0,344.0,0.07,0.22,0.11,4.99,De Baarsjes - Oud-West,0.47572815533980584,190.76699029126215
1173,21954616,0.0,False,Westerpark,52.38146,4.87547,Entire home/apt,2,1,1,7,$200.00,3,1125,True,0,0,5.0,False,,100.0,600.0,0.1,0.16,0.27,4.99,Westerpark,0.0,200.0
1174,21964561,0.89,False,De Baarsjes - Oud-West,52.36461,4.85876,Entire home/apt,4,2,2,19,$475.00,7,21,True,0,0,4.5,False,,118.75,3325.0,0.12,0.18,0.37,10.99,De Baarsjes - Oud-West,0.8493150684931506,475.0
1175,21976797,0.9200000000000002,True,Centrum-Oost,52.36256,4.90819,Private room,2,1,1,5,$100.00,3,61,True,0,0,4.89,True,,50.0,300.0,0.08,0.17,0.22,4.99,Centrum-Oost,0.4241486068111455,107.79876160990712
1176,21980258,0.72,False,Zuid,52.35759,4.87369,Entire home/apt,4,2,2,11,$299.00,5,1125,True,0,0,4.7,True,,74.75,1495.0,0.1,0.2,0.21,4.99,Zuid,0.0,336.786301369863
1177,22014200,0.42000000000000004,False,Zuid,52.34678,4.86251,Entire home/apt,2,1,1,7,$200.00,3,1125,True,0,1,4.84,False,,100.0,600.0,0.09,0.18,0.2,4.99,Zuid,0.0,200.0
1178,22028930,0.0,False,Osdorp,52.35225,4.80131,Entire home/apt,2,1,1,3,$94.00,3,1125,True,0,0,4.92,False,,47.0,282.0,0.05,0.12,0.15,4.99,Osdorp,0.0,85.84657534246575
1179,22032316,0.51,False,Centrum-Oost,52.3705,4.91294,Entire home/apt,2,2,2,6,$200.00,7,60,True,0,1,4.95,False,,100.0,1400.0,0.09,0.26,0.15,4.99,Centrum-Oost,0.0,200.0
1180,22055478,1.0,True,De Baarsjes - Oud-West,52.36144,4.86687,Private room,2,1,1,4,$101.00,2,30,True,4,7,4.86,True,,50.5,202.0,0.08,0.18,0.2,4.99,De Baarsjes - Oud-West,0.5714285714285714,101.375
1181,22056733,0.0,False,Zuid,52.35715,4.86032,Entire home/apt,2,1,1,7,$130.00,25,1125,True,0,0,4.63,False,,65.0,3250.0,0.07,0.18,0.14,4.99,Zuid,0.0,130.0
1182,22062268,0.88,False,Westerpark,52.38453,4.87098,Entire home/apt,4,2,2,7,$250.00,3,30,True,0,1,5.0,False,,62.5,750.0,0.09,0.16,0.34,4.99,Westerpark,0.08493150684931507,272.35890410958905
1183,22081165,0.0,False,Oud-Oost,52.36105,4.92658,Entire home/apt,2,1,1,8,$90.00,4,30,True,0,0,5.0,False,,45.0,360.0,0.06,0.1,0.15,4.99,Oud-Oost,0.0,90.0
1184,22111919,1.0,False,Noord-West,52.41587,4.90767,Entire home/apt,4,3,4,9,$145.00,3,28,True,0,0,5.0,False,,36.25,435.0,0.06,0.11,0.2,4.99,Noord-West,0.0,145.0
1185,22148520,0.26,False,Centrum-Oost,52.36917,4.92144,Entire home/apt,2,1,1,9,$159.00,3,4,True,0,0,4.96,False,,79.5,477.0,0.07,0.13,0.17,4.99,Centrum-Oost,0.0,163.39178082191782
1186,22168849,0.19000000000000006,False,Centrum-Oost,52.36044,4.8963,Entire home/apt,2,1,1,15,$185.00,25,1125,True,1,0,5.0,False,,92.5,4625.0,0.09,0.13,0.22,4.99,Centrum-Oost,0.19230769230769232,192.81065088757396
1187,22216801,0.6100000000000001,False,Centrum-Oost,52.3604,4.89921,Entire home/apt,4,2,2,9,$300.00,3,30,True,0,1,4.58,False,,75.0,900.0,0.1,0.17,0.22,4.99,Centrum-Oost,0.08493150684931507,300.0
1188,22263693,0.74,False,De Pijp - Rivierenbuurt,52.35523,4.90199,Entire home/apt,4,2,2,10,$250.00,3,1125,True,0,1,4.91,False,,62.5,750.0,0.07,0.12,0.24,4.99,De Pijp - Rivierenbuurt,0.0,268.49041095890414
1189,22289473,0.8300000000000001,False,De Baarsjes - Oud-West,52.36117,4.857,Entire home/apt,2,2,2,4,$140.00,3,15,True,0,0,4.73,False,,70.0,420.0,0.06,0.09,0.18,4.99,De Baarsjes - Oud-West,0.0821917808219178,140.0
1190,22367852,0.9199999999999999,True,Centrum-West,52.37189,4.87735,Private room,2,1,1,9,$114.00,3,1125,True,4,6,4.93,False,,57.0,342.0,0.08,0.16,0.22,4.99,Centrum-West,0.5178082191780822,112.73972602739725
1191,22383098,0.8,False,Centrum-West,52.37597,4.8784,Entire home/apt,4,2,3,4,$120.00,7,365,True,7,1,4.15,True,,30.0,840.0,0.05,0.18,0.16,4.99,Centrum-West,0.19452054794520549,115.97534246575343
1192,22383562,1.0,False,Westerpark,52.37754,4.8769,Entire home/apt,4,2,4,8,$232.00,7,365,True,9,0,4.17,True,,58.0,1624.0,0.06,0.23,0.27,4.99,Westerpark,0.1506849315068493,121.64383561643835
1193,22383593,0.33000000000000007,False,Oud-Noord,52.39174,4.94425,Private room,4,2,3,11,$150.00,3,1125,True,2,3,4.99,False,,37.5,450.0,0.07,0.11,0.19,4.99,Oud-Noord,0.7780821917808219,150.0
1194,22383767,0.75,False,Centrum-West,52.37673,4.87867,Entire home/apt,4,2,3,9,$229.00,7,365,True,23,0,4.05,True,,57.25,1603.0,0.08,0.27,0.29,4.99,Centrum-West,0.9342465753424658,128.2164383561644
1195,22405862,0.54,False,Oud-Noord,52.39773,4.90573,Entire home/apt,4,4,4,12,$250.00,3,30,True,0,0,4.33,False,,62.5,750.0,0.05,0.17,0.3,4.99,Oud-Noord,0.049315068493150684,256.47123287671235
1196,22458840,1.0,False,Centrum-Oost,52.35992,4.90599,Entire home/apt,4,4,5,10,$250.00,3,23,True,0,0,4.71,False,,62.5,750.0,0.06,0.24,0.3,4.99,Centrum-Oost,0.022222222222222223,258.72222222222223
1197,22500574,0.0,False,Zuid,52.3468,4.87061,Entire home/apt,2,1,1,6,$110.00,20,1125,True,1,0,4.57,False,,55.0,2200.0,0.06,0.1,0.18,4.99,Zuid,0.42191780821917807,110.0
